permno,ticker,cik,business_name
47088,KCLI,54473,Kansas City Life Insurance Co
47133,CKR,919628,Cke Restaurants Inc
47255,LB,57139,Labarge Inc
47387,KELYB,55135,Kelly Services Inc
47423,DFZ,749872,Barry R G Corp /Oh/
47511,EBF,33002,Ennis Business Forms Inc
47571,KEQU,55529,Kewaunee Scientific Corp /De/
47619,KTCC,719733,Key Tronic Corp
47642,BNE,13610,Bowne & Co Inc
47715,KBAL,55772,Multiple Result Found
47723,HNRG,788965,Hallador Energy Co
47861,SGC,95574,Superior Surgical Manufacturing Co Inc
47888,GRB,41133,Gerber Scientific Inc
48020,FOH,93631,Movie Star Inc /Ny/
48072,KOSS,56701,Koss Corp
48291,XCRA,357020,Xcerra Corp
48697,PCGR,725460,Langer Biomechanics Group Inc
48961,LAWS,703604,Multiple Result Found
49138,SIF,90168,Sifco Industries Inc
49322,ARL,1102238,American Realty Investors Inc
50091,AMN,790730,Ameron International Corp
50243,SVT,89140,Multiple Result Found
50286,LEE,58361,Lee Enterprises Inc
50585,UBP,1029800,Urstadt Biddle Properties Inc
51087,MKTAY,202467,Multiple Result Found
51423,MCS,62234,Marcus Corp
51829,CCUR,749038,"Ccur Holdings, Inc."
51925,MLP,63330,Multiple Result Found
51960,MXWL,319815,Maxwell Technologies Inc
52214,MSW,1067419,Mission West Properties Inc
52250,GENC,64472,Gencor Industries Inc
52396,SUP,95552,Superior Industries International Inc
52484,BKR,9263,Baker Michael Corp
52679,JHI,759828,Hancock John Investors Trust
53015,MRM,706864,Merrimac Industries Inc
53074,MLAB,724004,Mesa Laboratories Inc /Co
53373,SIEB,65596,Siebert Financial Corp
53575,ATX,25793,Costa Inc
53815,PLA,1072341,Multiple Result Found
53859,MSEX,66004,Middlesex Water Co
54084,HWG,355766,Hallwood Group Inc
54244,BDL,12040,Flanigans Enterprises Inc
54439,OHB,38570,Orleans Homebuilders Inc
54578,FAC,1017907,First Acceptance Corp /De/
54579,MITSY,67099,Mitsui & Co Ltd
54675,MOCO,67279,Mocon Inc
55213,RT,68270,Ruby Tuesday Inc
55546,AFP,65358,United Capital Corp /De/
55634,HMG,311817,Hmg Courtland Properties Inc
55678,INTG,69422,Intergroup Corp
55862,BMRA,73290,Biomerica Inc
55993,NSSC,69633,"Napco Security Technologies, Inc"
56040,NAFC,69671,Nash Finch Co
56565,MCI,275694,Barings Corporate Investors
56602,CGL,16104,Cagles Inc
56696,TAI,99197,Transamerica Income Shares Inc
56710,NSEC,865058,Multiple Result Found
56777,NTSC,110536,National Technical Systems Inc /De/
56856,BRT,14846,Brt Apartments Corp.
56936,JHS,759866,Hancock John Income Securities Trust /Ma
56945,NATR,275053,Natures Sunshine Products Inc
57007,TRC,96869,Tejon Ranch Co
57015,IPII,49930,Imperial Industries Inc
57082,MTS,67813,Montgomery Street Income Securities Inc
57103,FDI,38188,Fort Dearborn Income Securities Inc
57330,FRS,39047,Frischs Restaurants Inc
57446,NYM,847431,"Nymagic, Inc."
57534,NEWP,225263,Newport Corp
57745,NOBH,72205,Nobility Homes Inc
57913,VXRT,1480950,"Vaxart, Inc."
58421,FRD,39092,Friedman Industries Inc
58501,GPX,70415,Gp Strategies Corp
58560,ASEI,5768,American Science & Engineering Inc
58756,OICO,73773,Oi Corp
58836,NEWT,1587987,Newtek Business Services Corp.
59185,ODC,74046,Oil Dri Corp Of America
59256,CRWS,25895,Crown Crafts Inc
59344,KUB,109821,Kubota Corp
59467,WLB,106455,Multiple Result Found
59483,YRCW,716006,Yellow Corp
59600,TWIN,100378,Twin Disc Inc
59627,VIRC,751365,Multiple Result Found
59628,OLP,712770,One Liberty Properties Inc
59871,ORBT,74818,Orbit International Corp
60038,ACU,2098,Acme United Corp
60273,DII,27613,Decorator Industries Inc
60468,GHM,716314,Graham Corp
60548,MPR,65201,Met Pro Corp
60709,UWN,277058,Nevada Gold & Casinos Inc
60898,BWL,13573,Bowl America Inc
61146,PAR,708821,Par Technology Corp
61209,BZC,99359,Transtechnology Corp
61269,PKOH,76282,Park Ohio Holdings Corp
61487,AE,2178,Adams Resources & Energy Inc
61700,VII,310056,Vicon Industries Inc /Ny/
61778,KYO,57083,Kyocera Corp
61787,PMFG,1422862,"Pmfg, Inc."
62042,PENX,739608,Penford Corp
62068,SOR,91847,Source Capital Inc /De/
62084,KENT,316028,Kent Financial Services Inc
62228,FEIM,39020,Frequency Electronics Inc
62296,NLCI,721237,Nobel Learning Communities Inc
62376,PHIIK,350403,Petroleum Helicopters Inc
62420,TIII,277928,Tii Network Technologies Inc
62885,GBE,216039,Grubb & Ellis Co
62906,CYBI,60876,Cybex International Inc
63125,AGYS,78749,Agilysys Inc
63132,DCO,30305,Ducommun Inc /De/
63159,STS,350846,Supreme Industries Inc
63503,CV,18808,Central Vermont Public Service Corp
63546,USAU,314203,U S Gold Corp
63706,NRT,72633,North European Oil Royalty Trust
63715,POWL,80420,Powell Industries Inc
63811,PPD,311657,Pre Paid Legal Services Inc
63829,WGA,105608,Ag&E Holdings Inc.
63888,ADC,917251,Agree Realty Corp
63977,PLFE,80124,Multiple Result Found
64020,LUB,16099,Lubys Inc
64258,ICOC,353567,Ico Inc
64742,PCYO,276720,Pure Cycle Corp
64822,YUMA,1672326,"Yuma Delaware Merger Subsidiary, Inc."
64864,AMPL,731859,Ampal American Israel Corp /Ny/
65008,ASYS,720500,Amtech Systems Inc
65154,BLT,1001606,Blount International Inc
65163,QUIX,32870,Quixote Corp
65270,RCMT,700841,Rcm Technologies Inc
65285,HOV,357294,Hovnanian Enterprises Inc
65365,MYE,69488,Myers Industries Inc
65429,TPHS,724742,Multiple Result Found
65665,RAND,81955,Rand Capital Corp
65700,USLM,82020,Scottish Heritable Inc
66050,KID,739878,Russ Berrie & Co Inc
66368,CTT,102198,Competitive Technologies Inc
66617,REXI,83402,Resource America Inc
66747,JAX,1617227,"J. Alexander'S Holdings, Inc."
66835,BT,756620,Bt Group Plc
66852,RELL,355948,Richardson Electronics Ltd/De
67002,MASC,755003,Material Sciences Corp
67010,NUHC,718074,Nu Horizons Electronics Corp
67029,ITI,1101175,Iteris Inc
67360,UTL,755001,Unitil Corp
67838,CSS,20629,Css Industries Inc
68145,NEON,87050,Multiple Result Found
68276,PVCT,315545,"Provectus Biopharmaceuticals, Inc."
68320,CHYR,20232,Chyronhego Corp
68523,CFS,6814,Comforce Corp
68718,TOF,730349,Tofutti Brands Inc
68742,TMR,869369,Multiple Result Found
68830,REX,744187,Rex American Resources Corp
69446,VGZ,783324,Vista Gold Corp
70616,SYMM,82628,Symmetricom Inc
71191,VSR,803647,Multiple Result Found
71538,BLD,805792,Baldwin Technology Co Inc
71685,CHP,808064,C&D Technologies Inc
71782,SWWC,92472,Southwest Water Co
71837,EEI,809933,Ecology & Environment Inc
71862,TURN,893739,180 Degree Capital Corp. /Ny/
71942,SPAN,718924,Span America Medical Systems Inc
71985,SPAR,743238,Spartan Motors Inc
72005,SEH,77597,Spartech Corp
72119,INS,320340,Intelligent Systems Corp
72128,SPEC,92769,Spectrum Control Inc
72232,SPIR,731657,Multiple Result Found
72486,SMSC,93384,Standard Microsystems Corp
72494,SR,93456,Standard Register Co
72611,OBCI,350737,Ocean Bio Chem Inc
73681,SUPX,730000,Supertex Inc
73817,STRN,728331,Sutron Corp
74406,TRR,103096,Trc Companies Inc /De/
74500,TSRI,98338,Tsr Inc
74740,TAYD,96536,Multiple Result Found
74836,TCCO,96699,Technical Communications Corp
74908,SSY,96793,Sunlink Health Systems Inc
74932,TECU,96831,Tecumseh Products Co
75033,VOXX,807707,Voxx International Corp
75069,IOR,949961,Income Opportunity Realty Investors Inc /Tx/
75075,MGF,811922,Mfs Government Markets Income Trust
75110,WGNR,715073,Wegener Corp
75142,TFONY,866213,Telefonos De Mexico S A B De C V
75157,LEO,818972,Dreyfus Strategic Municipals Inc
75159,EGX,32598,Engex Inc
75261,MNI,1056087,Mcclatchy Co
75269,DX,826675,Dynex Capital Inc
75272,SEV,825411,"Sevcon, Inc."
75313,PIM,830622,Putnam Master Intermediate Income Trust
75392,DMF,839122,Dreyfus Municipal Income Inc
75405,MPV,831655,Barings Participation Investors
75434,FSII,841692,Fsi International Inc
75435,CALC,840216,Koll Real Estate Group Inc
75443,KMM,842905,Kemper Multi Market Income Trust
75447,BTUI,840883,Btu International Inc
75454,EXM,842294,Excel Maritime Carriers Ltd
75455,CXE,845606,Mfs High Income Municipal Trust
75461,PMM,844790,Putnam Managed Municipal Income Trust
75465,KSM,846596,Dws Strategic Municipal Income Trust
75466,WBK,719245,Westpac Banking Corp
75509,SCNB,754673,Suffolk Bancorp
75526,AFAM,799231,Almost Family Inc
75550,PVSA,820907,Multiple Result Found
75556,NBN,811831,Northeast Bancorp /Me/
75596,MAG,751085,Magnetek Inc
75623,CXH,847411,Mfs Investment Grade Municipal Trust
75632,REP,847838,Repsol Ypf Sa
75649,TG,850429,Tredegar Corp
75650,CRH,849395,Crh Public Ltd Co
75672,WWR,839470,"Westwater Resources, Inc."
75714,CLRO,840715,Clearone Inc
75730,PRST,846876,Presstek Inc /De/
75733,CKXE,793044,Las Vegas Discount Golf & Tennis Inc
75734,HNR,845289,Harvest Natural Resources Inc
75754,ISDR,843006,Issuer Direct Corp
75755,USHS,844789,U S Pawn Inc
75773,CFFC,850606,Multiple Result Found
75831,DGII,854775,Digi International Inc
75853,ZIXI,855612,Zix Corp
75856,PBCI,854071,Pamrapo Bancorp Inc
75897,PXG,26820,Multiple Result Found
75906,GSBC,854560,Great Southern Bancorp Inc
75930,TRCR,858452,Transcend Services Inc
75941,AWC,857071,Alumina Ltd
75985,HALL,819913,Hallmark Financial Services Inc
76013,WMCO,854860,Multiple Result Found
76020,SURG,836429,Synergetics Usa Inc
76037,CBC,840264,Multiple Result Found
76038,BLFS,834365,Biolife Solutions Inc
76052,PPIH,914122,Mfri Inc
76060,STBC,723458,State Bancorp Inc
76195,KSWS,862480,K Swiss Inc
76202,ESBF,872835,Pennfirst Bancorp Inc
76207,ACAT,719866,Arctic Cat Inc
76217,WTSL,863456,Wet Seal Inc
76218,PLA,1072341,Multiple Result Found
76223,CHUX,864233,O Charleys Inc
76274,CRD,25475,Crawford & Co
76279,MTRX,866273,Matrix Service Co
76310,BDCO,793306,Blue Dolphin Energy Co
76330,MOC,864509,Command Security Corp
76331,WCBO,717059,Commercial Bancorp
76355,FFI,851249,"Fortune Industries, Inc."
76359,OUTD,760326,Outdoor Channel Holdings Inc
76360,GTIM,825324,Multiple Result Found
76367,ATSI,824068,Ats Medical Inc
76372,ISYS,718130,Integral Systems Inc /Md/
76390,MDNU,722617,Multiple Result Found
76415,VBIV,704159,Multiple Result Found
76435,SAVB,860519,Multiple Result Found
76461,VERU,863894,Veru Inc.
76465,QRCP,775351,Quest Resource Corp
76493,AIB,1728918,Multiple Result Found
76529,NRIM,1163370,Northrim Bancorp Inc
76532,ZAZA,1528393,Zaza Energy Corp
76544,MICR,819689,Multiple Result Found
76553,TBAC,869487,Tandy Brands Accessories Inc
76586,PICO,830122,Citation Insurance Group
76622,UAHC,867963,United American Healthcare Corp
76672,RDNT,790526,Primedex Health Systems Inc
76686,LCUT,874396,"Lifetime Brands, Inc"
76710,OSTE,874734,Osteotech Inc
76714,RHB,812191,Rehabcare Group Inc
76757,ABK,874501,Ambac Financial Group Inc
76843,GTSI,850483,Gtsi Corp
76847,BONT,878079,Bon Ton Stores Inc
76858,CTRC,844143,Centric Brands Inc.
76869,AEY,874292,Addvantage Technologies Group Inc
76879,API,869986,Advanced Photonix Inc
76888,AXAS,867665,Multiple Result Found
76927,STRL,874238,Sterling Construction Co Inc
76934,ISIG,875355,Insignia Systems Inc/Mn
76945,MEDW,874733,Mediware Information Systems Inc
76946,TRNS,99302,Transcat Inc
76948,MGIC,876779,Magic Software Enterprises Ltd
76950,VPCO,844856,Vapor Corp.
76958,NSAT,748213,Norsat International Inc /
76960,NSFC,744485,Northern States Financial Corp /De/
76961,NTP,829365,Nam Tai Property Inc.
76963,NTN,748592,Ntn Buzztime Inc
76978,RTK,868725,Multiple Result Found
76980,ROCM,868368,Rochester Medical Corporation
76990,SMTS,704328,Somanetics Corp
76999,THQI,865570,Thq Inc
77004,VIFL,868267,Food Technology Service Inc
77007,EVLV,870826,Evine Live Inc.
77011,ZOOM,822708,Zoom Technologies Inc
77012,POPE,784011,Pope Resources Ltd Partnership
77043,SWS,878520,Sws Group Inc
77082,ARIS,879796,Ari Network Services Inc /Wi
77087,ASGR,877476,America Service Group Inc /De
77124,DTF,879535,Duff & Phelps Utilities Tax Free Income Inc
77147,ASP,878930,Multiple Result Found
77149,BNA,880280,Blackrock North American Government Income Trust I
77155,OBT,880419,Orbital Corp Ltd
77158,KV,1236271,K V Pharmaceutical Co
77165,JBSS,880117,Sanfilippo John B & Son Inc
77173,VTSS,880446,Vitesse Semiconductor Corp
77181,IBNK,764241,Integra Bank Corp
77186,PERF,880460,"Perfumania Holdings, Inc."
77202,ARCI,862861,Appliance Recycling Centers Of America Inc /Mn
77205,CASC,1412067,"Cascadian Therapeutics, Inc."
77208,BSTC,875622,Biospecifics Technologies Corp
77235,WTT,878828,Wireless Telecom Group Inc
77236,PHX,315131,Panhandle Oil & Gas Inc
77259,AHPI,874710,Allied Healthcare Products Inc
77262,TTES,879884,Industrial Holdings Inc
77282,MSON,880432,Misonix Inc
77289,DUSA,879993,Dusa Pharmaceuticals Inc
77313,BMT,882346,Blackrock Insured Municipal Term Trust Inc
77327,ACFN,880984,"Acorn Energy, Inc."
77340,POWR,882154,"Powersecure International, Inc."
77347,IUSA,879437,Infogroup Inc.
77379,THFF,714562,First Financial Corp /In/
77393,BTX,876343,Biotime Inc
77413,SCLN,880771,Sciclone Pharmaceuticals Inc
77420,FRED,724571,Freds Inc
77425,USAK,883945,Usa Truck Inc
77437,MBOT,883975,Microbot Medical Inc.
77443,AERG,879911,"Applied Energetics, Inc."
77470,NXP,883618,Nuveen Select Tax Free Income Portfolio
77478,CBK,883943,Brauns Fashions Corp
77486,UQM,315449,Uqm Technologies Inc
77488,NTIC,875582,Northern Technologies International Corp
77505,ASUR,884144,Asure Software Inc
77507,HFFC,881790,Hf Financial Corp
77515,KOPN,771266,Kopin Corp
77521,CRC,884130,Multiple Result Found
77530,SMRT,884940,Stein Mart Inc
77545,ICA,885012,Ica Corporation Holding Co
77569,APTO,882361,Multiple Result Found
77573,HQL,884121,Tekla Life Sciences Investors
77575,MEDQ,884497,Medquist Inc
77582,VLNC,885551,Valence Technology Inc
77585,PNBC,707855,Multiple Result Found
77599,ADAT,885074,Authentidate Holding Corp
77609,NXQ,885733,Nuveen Select Tax Free Income Portfolio 2
77628,FIF,854711,Multiple Result Found
77630,DWCH,792130,Datawatch Corp
77637,FC,886206,Franklin Covey Co
77673,NYER,884647,Nyer Medical Group Inc
77683,BIOC,822418,Bioclinica Inc
77692,NXC,885732,Nuveen Insured California Select Tax Free Income P
77693,NXN,885731,Nuveen Insured New York Select Tax Free Income Por
77699,FCEL,886128,Fuelcell Energy Inc
77722,TECUA,96831,Tecumseh Products Co
77733,LMLP,781891,Lml Payment Systems Inc
18051,MESA,810332,Mesa Air Group Inc
77783,ABCW,885322,Anchor Bancorp Wisconsin Inc
77790,STRS,885508,Stratus Properties Inc
77798,PNNW,788885,Pennichuck Corp
77808,NXR,888411,Nuveen Select Tax Free Income Portfolio 3
77827,BSP,886984,American Strategic Income Portfolio Inc Ii
77830,HITK,887497,Hi Tech Pharmacal Co Inc
77855,FBN,50957,Furniture Brands International Inc
77862,LAYN,888504,Layne Christensen Co
77865,CHIO,860131,China Insonline Corp.
77868,PRCP,887226,Perceptron Inc/Mi
77889,FUNC,763907,Multiple Result Found
77892,ESMC,862668,Escalon Medical Corp
77895,EQS,878932,"Equus Total Return, Inc."
77898,CASB,928911,Cascade Financial Corp
77900,CVU,889348,Cpi Aerostructures Inc
77928,CCU,1170905,Compania Cervecerias Unidas Sa
77973,UNAM,100716,Multiple Result Found
77982,INMD,885988,Integramed America Inc
78002,TRIB,888721,Trinity Biotech Plc
78003,VTNR,890447,Vertex Energy Inc.
78008,EPIC,891178,Multiple Result Found
78018,CPSS,889609,Consumer Portfolio Services Inc
78044,UFI,100726,Unifi Inc
78050,BAMM,891919,Books A Million Inc
78054,QUMU,892482,Qumu Corp
78062,ZOLT,890923,Zoltek Companies Inc
78066,NAVB,810509,"Navidea Biopharmaceuticals, Inc."
78068,STLY,797465,Stanley Furniture Co Inc/
78071,BIOL,811240,Biolase Technology Inc
78073,SATC,889423,Satcon Technology Corp
78082,SPCHB,892907,Sport Chalet Inc
78091,GURE,885462,"Gulf Resources, Inc."
78147,MNTG,1661290,"Mtr Gaming Group, Inc."
78157,IHO,1450598,Invitel Holdings A/S
78172,BBOX,849547,Mb Holdings Inc
78179,MRVC,887969,Mrv Communications Inc
78186,PQ,872248,Petroquest Energy Inc
78189,PESI,891532,Perma Fix Environmental Services Inc
78193,PMTI,881695,Palomar Medical Technologies Inc
78195,PVFC,928592,Pvf Capital Corp
78197,RSCR,776325,Res Care Inc /Ky/
78201,ATTU,893821,Attunity Ltd
78208,TRID,859475,Trident Microsystems Inc
78209,TUTR,893965,Plato Learning Inc
78210,AHCI,890634,Allied Healthcare International Inc
78213,ULBI,875657,Ultralife Corp
78216,CRVP,1123316,"Crystal Rock Holdings, Inc."
78217,CGNT,894237,Cogentix Medical Inc /De/
78236,ASM,316888,Multiple Result Found
78418,STKL,351834,Multiple Result Found
78432,ELRN,315126,Elron Electronic Industries Ltd /Ny/
78436,NGAS,746834,Ngas Resources Inc
78451,OPY,791963,Multiple Result Found
78569,RADA,761238,Rada Electronic Industries Ltd
78629,TATT,808439,Tat Technologies Ltd
78688,NVLN,827809,Novelion Therapeutics Inc.
78690,COMT,1505611,Comamtech Inc.
78705,BNSO,846546,Bonso Electronics International Inc
78749,UG,101295,United Guardian Inc
78759,SPNS,885740,Sapiens International Corp N V
78816,CHMP,19149,Champion Industries Inc
78836,CAPS,887151,Capstone Therapeutics Corp.
78841,EGY,894627,Vaalco Energy Inc /De/
78852,DUC,894239,Duff & Phelps Utility & Corporate Bond Trust Inc
78858,WTU,895007,Williams Coal Seam Gas Royalty Trust
78869,HEV,895642,Ener1 Inc
78892,IEC,49728,Iec Electronics Corp
78900,NATH,69733,Nathans Famous Inc
78903,PEBO,318300,Multiple Result Found
78908,RCKY,895456,"Rocky Brands, Inc."
78910,RMTR,849502,Multiple Result Found
78936,BKN,894242,Blackrock Investment Quality Municipal Trust Inc
78944,VMM,895658,Voyageur Minnesota Municipal Income Fund Ii Inc
78945,VAZ,895577,Voyageur Arizona Municipal Income Fund Inc
78953,APSG,741696,Applied Signal Technology Inc
78955,AVID,896841,Avid Technology Inc
78960,UAMY,101538,United States Antimony Corp
78971,GILT,897322,Gilat Satellite Networks Ltd
78985,MAGS,896494,Magal Security Systems Ltd
78990,DEST,896985,Destination Maternity Corp
78999,PSUN,874841,Pacific Sunwear Of California
79006,SCON,895665,Superconductor Technologies Inc
79007,SCVL,895447,Shoe Carnival Inc
79019,UBCP,731653,United Bancorp Inc /Oh/
79022,VICL,819050,Vical Inc
79025,RPRX,897075,Multiple Result Found
79033,SGA,886136,Multiple Result Found
79034,CSP,896161,American Strategic Income Portfolio Inc Iii
79036,DDF,896923,Delaware Group Dividend & Income Fund Inc
79039,USEG,1522079,United States Energy Corp
79065,RELV,768710,Reliv International Inc
79066,GBR,105744,Medical Resource Companies Of America
79131,MSL,745981,Midsouth Bancorp Inc
79166,GABC,714395,German American Bancorp
79195,PERY,900349,Supreme International Corp
79213,NTZ,900391,Natuzzi S P A
79229,PMO,900422,Putnam Municipal Opportunities Trust
79240,RNY,902717,Blackrock New York Investment Quality Municipal Tr
79241,RFA,902719,Blackrock Florida Investment Quality Municipal Tru
79242,RNJ,902731,Blackrock New Jersey Investment Quality Municipal
79243,RAA,902722,Blackrock California Investment Quality Municipal
79247,ALDA,902272,Aldila Inc
79249,BBSI,902791,Barrett Business Services Inc
79251,BELM,900708,Bell Microproducts Inc
79259,DPTR,821483,Delta Petroleum Corp/Co
79267,CXPO,813779,Crimson Exploration Inc.
79280,LINK,828146,Interlink Electronics Inc
79307,SHLO,904979,Shiloh Industries Inc
79315,CHKE,844161,Cherokee Inc
79322,NSYS,722313,Nortech Systems Inc
79325,XAA,902750,American Municipal Income Portfolio Inc
79336,LBY,902274,Libbey Inc
79365,RINO,1394220,Rino International Corp
79382,FDEF,946647,First Defiance Financial Corp
79390,GTCB,904973,Gtc Biotherapeutics Inc
79399,KTEC,906193,Key Technology Inc
79417,RURL,906326,Multiple Result Found
79436,RC,906526,Grupo Radio Centro Sa De Cv
79442,SIM,887153,Group Simec Sa De Cv
79464,SHI,908732,Sinopec Shanghai Petrochemical Co Ltd
79467,ACTL,907687,Actel Corp
79472,ATRM,908598,"Atrm Holdings, Inc."
79474,YVR,884247,Liquid Media Group Ltd.
79490,FLL,891482,Full House Resorts Inc
79491,WINA,908315,Winmark Corp
79499,INOD,903651,Innodata Inc
79502,LNY,908652,Landrys Restaurants Inc
79507,MCRI,907242,Monarch Casino & Resort Inc
79516,MATN,908259,Mateon Therapeutics Inc
79519,FSIN,710846,"Fushi Copperweld, Inc."
79529,TGIS,900017,Thomas Group Inc
79573,UUU,102109,Universal Security Instruments Inc
79580,DYII,890908,Dynacq Healthcare Inc
79584,VIST,775662,First Leesport Bancorp Inc
79586,FTEK,846913,Fuel Tech N V
79611,MOV,72573,Movado Group Inc
79618,RAVE,718332,"Rave Restaurant Group, Inc."
79643,SLA,908785,American Select Portfolio Inc
79666,TLF,909724,Tandy Leather Factory Inc
79672,ZLC,109156,Zale Corp
79689,SDI,911649,Standard Diversified Inc.
79702,PTN,911216,Palatin Technologies Inc
79712,LNET,911002,Lodgenet Interactive Corp
79731,QCRH,906465,Qcr Holdings Inc
79734,RVSB,1041368,Multiple Result Found
79776,UTMD,706698,Utah Medical Products Inc
79788,ALD,3906,Allied Capital Lending Corp
79791,CNTY,911147,Multiple Result Found
79797,ESYS,914398,Multiple Result Found
79802,HOLL,912544,Hollywood Media Corp
79828,FSNM,897861,Multiple Result Found
79846,MACE,912607,Mace Security International Inc
79851,OSBC,357173,Multiple Result Found
79864,VSEC,102752,Vse Corp
79884,WMAR,912833,West Marine Inc
79885,WVFC,910679,Multiple Result Found
79895,BFR,913059,Bbva Banco Frances Sa
79898,CFK,912151,Ce Franklin Ltd
79903,HHS,45919,Harte Hanks Inc
80000,NADX,913616,National Dentex Corp /Ma/
80001,SPDC,911650,"Speed Commerce, Inc."
80004,MRNA,737207,"Marina Biotech, Inc."
80007,OKSB,914374,Southwest Bancorp Inc
80012,PLNR,722392,Multiple Result Found
80019,PRKR,914139,Parkervision Inc
80050,UFPT,914156,Ufp Technologies Inc
80087,SAB,906779,House Of Autrey Group
80112,CACB,865911,Cascade Bancorp
80113,CGI,865941,Celadon Group Inc
80114,STCN,914712,"Steel Connect, Inc."
80135,SFN,914536,Sfn Group Inc.
80159,TFCO,895329,Tufco Technologies Inc
80165,WRLS,915324,Multiple Result Found
80168,AGM,845877,Federal Agricultural Mortgage Corp
80169,AGM,845877,Federal Agricultural Mortgage Corp
80179,VALU,717720,Multiple Result Found
80193,BZH,915840,Beazer Homes Usa Inc
80233,DAKT,915779,Daktronics Inc /Sd/
80236,DSPG,915778,Dsp Group Inc /De/
80237,ARTX,916529,Arotech Corp
80274,SGMA,915358,Sigmatron International Inc
80276,SILC,916793,Multiple Result Found
80279,SNIC,916235,Sonic Solutions/Ca/
80294,RGCO,1069533,Rgc Resources Inc
80297,EMMS,783005,Emmis Communications Corp
80310,BSMD,919015,Biosphere Medical Inc
80316,CBR,918581,Ciber Inc
80336,LARK,1141688,Landmark Bancorp Inc
80341,MPAA,918251,Motorcar Parts America Inc
80343,NNBR,918541,Nn Ball & Roller Inc
80353,PHC,915127,Phc Inc /Ma/
80357,GPIC,918580,Gaming Partners International Corp
80368,RVLT,917523,"Revolution Lighting Technologies, Inc."
80375,ZEUS,917470,Olympic Steel Inc
80409,TAR,914242,Telefonica Argentina Sa
80434,BOOT,919443,Lacrosse Footwear Inc
80439,CELL,918946,Brightpoint Inc
80452,DARA,919745,Hemasure Inc
80478,SMBC,916907,Southern Missouri Bancorp Inc
80517,BYBK,859222,Carrollton Bancorp
80524,DSCI,892160,Derma Sciences Inc
80534,SYPR,864240,Sypris Solutions Inc
80553,MERX,921365,Merix Corp
80569,PULB,1062438,Pulaski Financial Corp
80577,APHB,921114,Ampliphi Biosciences Corp
80585,CPD,887708,Caraco Pharmaceutical Laboratories Ltd
80587,DVCR,919956,Advocat Inc
80592,BTH,921503,Blyth Inc
80621,CGX,921500,Consolidated Graphics Inc /Tx/
80625,COB,764811,Communityone Bancorp
80633,HMNF,921183,Hmn Financial Inc
80638,MBND,732412,Multiband Corp
80655,PNTR,920532,Pointer Telocation Ltd
80679,KCP,921691,Cole Kenneth Productions Inc
80680,DOM,923680,Dominion Resources Black Warrior Trust
80717,EOCC,926864,National Electricity Co Of Chile Inc
80758,EEE,912365,Evergreen Energy Inc
80763,RFMI,922204,Rf Monolithics Inc /De/
80768,THRD,921051,Tf Financial Corp
80804,CHDX,922717,Chindex International Inc
80808,METR,1085706,"Metro Bancorp, Inc."
80812,EFOI,924168,"Energy Focus, Inc/De"
80828,MLR,924822,Miller Industries Inc /Tn/
80837,PNBK,1098146,Patriot National Bancorp Inc
80857,VLGEA,103595,Village Super Market Inc
80858,WAVX,919013,Wave Systems Corp
80912,DWSN,799165,Tgc Industries Inc
80915,PONE,916230,Protection One Inc
80940,TIXC,925956,Tix Corp
80943,MTSN,928421,Mattson Technology Inc
80951,TESS,927355,Tessco Technologies Inc
80955,WVVI,838875,Willamette Valley Vineyards Inc
80960,CARV,1016178,Multiple Result Found
80969,CVTI,928658,Covenant Transportation Group Inc
80971,ALCS,30302,Alco Stores Inc
80990,LION,822662,Fidelity Southern Corp
81021,USX,923571,Us Xpress Enterprises Inc
81030,RENX,929872,Elsevier Nv /
81042,IIT,929700,P T Indosat Tbk
81046,RELX,929869,Relx Plc
81049,VCO,930543,Concha Y Toro Winery Inc
81050,PVD,931588,Provida Pension Fund Administrator
81062,MGS,931069,Metrogas Inc
81067,TGS,931427,Gas Transporter Of The South Inc
81084,HDSN,925528,Multiple Result Found
81085,FIT,886432,Health Fitness Corp /Mn/
81103,ROYL,864839,Royale Energy Inc
81109,TBUS,853695,Dri Corp
81124,MSN,32621,Emerson Radio Corp
81148,CAFI,16614,Camco Financial Corp
81162,MCRL,932111,Micrel Inc
81165,MIND,926423,Mitcham Industries Inc
81182,CPHC,1672909,Multiple Result Found
81184,USAP,931584,Universal Stainless & Alloy Products Inc
81190,VISI,103872,Volt Information Sciences Inc
81206,FKFS,856751,Multiple Result Found
81212,ESIC,894738,Easylink Services International Corp
81225,SMIT,922612,Schmitt Industries Inc
81226,WEST,930686,Western Sizzlin Corp
81256,ISSI,854701,Integrated Silicon Solution Inc
81259,LSBI,930405,Lsb Financial Corp
81278,STRT,933034,Strattec Security Corp
81293,MVL,933730,Toy Biz Inc
81298,FWV,37049,First West Virginia Bancorp Inc
81311,ENVE,766561,Enventis Corp
81331,WACLY,104040,Wacoal Holdings Corp
81499,MACC,923808,Macc Private Equities Inc
81510,COVR,737300,Cover All Technologies Inc
81511,SOBI,934860,Sobieski Bancorp Inc
81530,PMI,935724,Pmi Group Inc
81533,TSH,934538,Teche Holding Co
81539,ANAD,940332,Anadigics Inc
81562,HAUP,930803,Hauppauge Digital Inc
81565,JXSB,1484949,"Jacksonville Bancorp, Inc."
81566,PCMI,937941,Creative Computers Inc
81575,CONM,943324,"Conmed Healthcare Management, Inc."
81588,TAIT,942126,Taitron Components Inc
